,reg,from_POT,from_POT_stab,custom,custom_stab
0,0.001,0.4684330732287322,4.052049402591451e-08,0.4684392309162086,4.0520494025914484e-08
1,0.01,0.4731289218580816,4.092810724217208e-08,0.47312892027504244,4.092810724217204e-08
2,0.1,0.5098589780949059,0.509858978094902,0.5098589780858935,0.509858978094902
3,1.0,0.5668754528849363,0.5668754528849362,0.5668754528849363,0.5668754528849362
4,10.0,0.5755154882626393,0.5755154882626394,0.5755154882626394,0.5755154882626394
5,100.0,0.5763693486660689,0.5763693486660689,0.5763693486660689,0.5763693486660689
